x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
9.248763,-9.613968,32.834657,follower cell,,,,
55.331212,-11.904631,-19.608221,follower cell,,,,
-3.482373,45.398455,-12.770248,follower cell,,,,
-22.237286,46.772703,8.974565,follower cell,,,,
25.07764,-41.39454,14.471484,follower cell,,,,
-25.903774,-41.640331,-18.806395,follower cell,,,,
28.12783,22.21729,8.729303,follower cell,,,,
23.149534,-13.465812,-48.252087,follower cell,,,,
30.184001,49.320518,-5.960033,follower cell,,,,
-51.430081,-22.06237,2.470786,follower cell,,,,
-30.163857,-39.424837,-2.259086,follower cell,,,,
16.485188,-31.500366,-49.631962,follower cell,,,,
15.582646,-43.538854,-3.265753,follower cell,,,,
-24.913686,-52.63478,1.375317,follower cell,,,,
-40.655373,-5.274427,-37.43575,follower cell,,,,
8.477502,31.948004,23.637779,follower cell,,,,
-9.758025,40.436725,6.682902,follower cell,,,,
-28.965498,-40.133979,12.381602,follower cell,,,,
2.975337,-58.942284,-13.45462,leader cell,,,,
-22.678987,3.771198,38.233043,follower cell,,,,
3.01694,-34.998434,-24.318909,leader cell,,,,
-30.027311,-4.505575,27.979487,follower cell,,,,
1.659456,39.153682,-16.361955,follower cell,,,,
14.830826,11.541711,-3.733957,follower cell,,,,
-19.332536,-56.661565,-12.187872,leader cell,,,,
3.086426,-6.804808,-52.102296,follower cell,,,,
-40.555941,0.090205,7.306194,follower cell,,,,
39.947055,28.798994,35.271925,follower cell,,,,
-22.485186,22.823545,-45.091684,follower cell,,,,
3.967202,-15.663942,-22.042365,follower cell,,,,
-16.027122,51.877579,-4.037638,follower cell,,,,
-34.390099,14.253714,39.683608,follower cell,,,,
48.612521,-6.944968,-24.171201,follower cell,,,,
36.777503,-0.212375,28.255594,follower cell,,,,
29.266731,40.336856,2.772764,follower cell,,,,
5.748021,13.458016,24.647976,follower cell,,,,
17.151636,33.872409,-3.555245,follower cell,,,,
5.727758,51.305758,8.543635,follower cell,,,,
0.567705,3.726003,18.928134,follower cell,,,,
24.748933,-2.894701,-42.165784,follower cell,,,,
9.818741,26.868828,18.713024,follower cell,,,,
-40.000208,-27.176793,-31.974426,follower cell,,,,
-10.478631,13.119005,51.10099,follower cell,,,,
3.549154,7.488948,55.802713,follower cell,,,,
-1.154943,15.585192,-56.293231,follower cell,,,,
29.206738,0.050135,-11.516795,follower cell,,,,
35.528922,-10.061692,39.990557,follower cell,,,,
-0.974784,-14.208253,21.384448,follower cell,,,,
17.405916,-3.401568,-6.319001,follower cell,,,,
45.449709,-13.906751,11.372372,follower cell,,,,
-17.189849,49.229953,10.80735,follower cell,,,,
13.368127,-20.833916,23.735115,follower cell,,,,
22.180753,31.190569,47.273216,follower cell,,,,
-26.157059,-48.535204,4.99483,follower cell,,,,
7.090027,-10.911085,52.02047,follower cell,,,,
50.375973,-34.835759,1.117013,follower cell,,,,
6.002306,-23.483951,42.256235,follower cell,,,,
11.148215,-49.070894,-19.020015,follower cell,,,,
-18.741268,37.486349,-39.185275,follower cell,,,,
41.407272,-29.015619,-2.593147,follower cell,,,,
51.70487,15.162184,-23.433283,follower cell,,,,
35.627023,22.708621,21.127212,follower cell,,,,
16.131303,-33.343456,1.109109,leader cell,,,,
14.235681,-22.519519,-49.423217,follower cell,,,,
37.150204,-42.674419,7.319464,follower cell,,,,
-25.694513,-10.015848,-51.254395,leader cell,,,,
-32.797515,13.81774,31.228701,follower cell,,,,
50.693144,7.202245,-14.71986,follower cell,,,,
33.626757,42.36247,-14.998427,follower cell,,,,
15.194727,20.336834,6.218971,follower cell,,,,
32.243005,-4.98903,-12.712445,follower cell,,,,
-48.986887,5.792996,29.131176,follower cell,,,,
43.856696,37.625462,-4.107369,follower cell,,,,
-54.098773,-9.770897,-27.747089,follower cell,,,,
37.684587,-30.344944,-28.601505,follower cell,,,,
35.647416,-35.675063,16.076526,follower cell,,,,
35.211726,-37.608153,17.469627,leader cell,,,,
-38.788336,19.451272,27.19865,follower cell,,,,
58.249808,15.034424,7.959713,follower cell,,,,
-30.801495,-16.886934,-25.176404,follower cell,,,,
-6.959613,-43.451689,41.787172,follower cell,,,,
-34.003776,23.465752,-42.962103,follower cell,,,,
1.321847,8.710848,57.376185,follower cell,,,,
-37.532783,46.170626,3.239241,follower cell,,,,
-27.524813,41.019068,17.929118,follower cell,,,,
0.147166,-29.065885,18.859658,follower cell,,,,
16.218617,30.218668,24.246028,follower cell,,,,
-30.315007,4.492312,45.6907,follower cell,,,,
-24.686701,11.707978,19.80226,follower cell,,,,
54.154035,3.26749,-25.505365,follower cell,,,,
0.175399,-7.338153,-40.703368,leader cell,,,,
9.112239,-0.342092,-46.142983,follower cell,,,,
-18.327181,39.816226,-22.067619,follower cell,,,,
-42.375173,5.126821,43.55963,follower cell,,,,
27.278202,-23.732392,-46.685554,follower cell,,,,
1.108242,-3.594161,16.313966,follower cell,,,,
10.856548,-5.843425,44.689422,follower cell,,,,
-31.535986,18.782731,43.886449,follower cell,,,,
-30.971609,-38.130453,29.143604,follower cell,,,,
20.255884,-33.723512,-42.882748,follower cell,,,,
-2.525771,-37.520679,-31.148983,follower cell,,,,
-6.580567,-4.770499,-8.079022,follower cell,,,,
-16.626334,4.287944,-23.847867,follower cell,,,,
42.315654,27.667078,-4.86161,follower cell,,,,
-29.065322,-3.215311,33.658124,follower cell,,,,
12.271597,26.012614,3.501052,follower cell,,,,
-52.286996,28.621076,-9.48482,follower cell,,,,
26.117271,-5.639472,47.554058,follower cell,,,,
14.244904,-0.329907,57.24775,follower cell,,,,
32.623268,-0.760774,-35.892696,follower cell,,,,
24.401479,41.287426,-31.054013,follower cell,,,,
39.797648,-13.407028,32.60948,follower cell,,,,
-10.412808,2.523828,-18.584963,follower cell,,,,
8.229714,-39.753457,-0.64026,follower cell,,,,
-29.695178,-46.154158,4.582566,follower cell,,,,
-12.534863,31.138938,42.971995,follower cell,,,,
6.069563,18.843315,51.64764,follower cell,,,,
19.798183,-49.769504,-29.638425,follower cell,,,,
-36.337844,-35.265431,13.539379,follower cell,,,,
46.370418,36.910619,12.929656,follower cell,,,,
7.570288,-46.070146,18.93997,follower cell,,,,
36.081244,23.650017,7.815285,follower cell,,,,
19.909364,31.635314,-42.204227,follower cell,,,,
-16.733052,35.557867,-37.14381,follower cell,,,,
47.752758,18.465904,8.791542,follower cell,,,,
42.392749,-13.196823,10.911803,follower cell,,,,
57.260678,-11.820812,11.899852,follower cell,,,,
-37.043497,-10.223432,13.970843,follower cell,,,,
-33.00648,-36.781272,18.032604,follower cell,,,,
14.254279,3.510454,23.527192,follower cell,,,,
45.988361,-4.565815,-17.680832,follower cell,,,,
13.163025,-28.705992,-9.435848,follower cell,,,,
-3.663008,-21.910131,5.286973,follower cell,,,,
24.998524,5.338982,-18.336133,follower cell,,,,
-5.569594,-11.139779,53.956728,follower cell,,,,
-21.009816,-39.211846,-0.919619,follower cell,,,,
29.63455,42.107424,-20.710522,follower cell,,,,
-1.756115,45.184038,29.277167,follower cell,,,,
5.253939,33.673773,-35.796724,follower cell,,,,
-8.444872,-35.360117,-8.930229,follower cell,,,,
11.884642,52.063792,-16.058981,follower cell,,,,
-31.328092,41.898129,23.184371,follower cell,,,,
31.060157,-14.736114,-2.281999,leader cell,,,,
-37.640076,-22.341796,-28.326047,follower cell,,,,
41.361816,12.812131,41.533272,follower cell,,,,
40.015909,-37.72872,-4.649098,follower cell,,,,
28.952917,15.762051,-34.221395,follower cell,,,,
-40.087587,28.773726,34.828303,follower cell,,,,
-15.971767,27.909542,-37.109798,follower cell,,,,
2.558268,2.938844,25.482996,follower cell,,,,
3.819517,-5.135652,-60.265632,follower cell,,,,
31.251472,-47.3823,2.617741,follower cell,,,,
-33.169782,-15.189042,49.288852,follower cell,,,,
-30.305389,-31.534558,33.753801,follower cell,,,,
-44.062858,-15.528634,21.872402,follower cell,,,,
49.319437,19.398329,-2.181816,follower cell,,,,
17.496167,42.974054,-12.211355,leader cell,,,,
-17.565939,-6.766782,33.017269,follower cell,,,,
9.401688,-30.113225,28.21884,follower cell,,,,
53.815266,-13.56716,-19.516366,follower cell,,,,
-10.966712,-21.4597,47.61758,follower cell,,,,
-9.985689,32.132262,-0.197429,follower cell,,,,
-36.269061,46.229632,-9.236353,leader cell,,,,
-12.278261,50.89034,2.172671,follower cell,,,,
-52.742644,-16.870169,3.755682,leader cell,,,,
-6.762475,-22.701855,23.373688,follower cell,,,,
28.549606,28.320017,-6.574164,follower cell,,,,
19.315183,-30.149834,-7.254932,follower cell,,,,
-26.975924,23.393118,-40.609946,leader cell,,,,
3.09888,7.423601,-24.046824,follower cell,,,,
-24.715302,28.320712,39.702322,follower cell,,,,
37.340145,5.673467,34.696304,leader cell,,,,
-8.200572,-17.160759,-16.881816,follower cell,,,,
-27.92853,-19.986572,-29.974992,follower cell,,,,
11.731756,45.556163,-22.651712,follower cell,,,,
-6.307742,28.207656,-36.854756,follower cell,,,,
-3.389158,-53.067309,17.51395,follower cell,,,,
-34.071902,12.489896,-6.819731,leader cell,,,,
4.612007,-25.533218,45.437393,follower cell,,,,
-13.88032,16.917974,26.577992,follower cell,,,,
22.349696,-20.283156,-32.139427,follower cell,,,,
-16.026294,4.767109,40.44294,follower cell,,,,
-35.650889,0.932011,27.73635,follower cell,,,,
-20.182967,-45.425373,0.428398,follower cell,,,,
-2.238927,20.667788,16.144526,leader cell,,,,
-9.016445,-36.231401,-45.224224,follower cell,,,,
17.380773,-47.508307,-20.353308,follower cell,,,,
-38.600687,42.154081,-12.797855,follower cell,,,,
52.046811,-11.57901,-4.266457,follower cell,,,,
-30.761664,-31.397107,-8.710968,follower cell,,,,
-1.645669,25.792361,-20.336587,follower cell,,,,
-9.945474,21.567849,-42.81195,follower cell,,,,
-33.465325,-13.540609,-3.162587,follower cell,,,,
-31.58964,25.411747,6.817992,follower cell,,,,
22.886279,11.290727,53.006293,follower cell,,,,
-28.62827,-11.359837,49.091218,follower cell,,,,
-57.832572,1.414741,2.764632,follower cell,,,,
8.095043,39.122342,16.94347,follower cell,,,,
29.100883,-35.12248,-22.899958,follower cell,,,,
-31.579718,-17.488612,-7.659627,leader cell,,,,
-15.86252,16.680674,43.183447,follower cell,,,,
-40.129209,10.316501,-8.672595,follower cell,,,,
9.536285,-29.665266,1.77445,follower cell,,,,
14.925453,-15.16825,-56.272548,follower cell,,,,
23.693694,-8.831414,17.453901,follower cell,,,,
23.077046,56.78862,-1.867648,follower cell,,,,
-37.569405,-39.280757,-27.105783,follower cell,,,,
-45.980392,26.104595,27.510988,follower cell,,,,
-44.559487,-15.25759,-19.685339,follower cell,,,,
-47.771467,7.872987,-25.525401,follower cell,,,,
37.152181,3.087289,9.288236,follower cell,,,,
-20.547525,-57.403202,0.295211,follower cell,,,,
28.919192,31.31166,-40.218714,follower cell,,,,
13.180423,9.582264,-31.846886,follower cell,,,,
37.389478,-41.467362,-25.958436,follower cell,,,,
34.794644,-12.698794,14.102086,follower cell,,,,
22.095788,28.548981,30.633097,leader cell,,,,
47.390646,-23.148698,-27.264428,follower cell,,,,
19.712634,-29.739325,23.236149,follower cell,,,,
46.247227,24.66463,-13.31513,follower cell,,,,
26.174808,25.004845,-29.107616,follower cell,,,,
20.290729,27.965577,50.984778,follower cell,,,,
-25.652304,10.231043,-53.741045,leader cell,,,,
32.471202,-30.987942,10.379047,follower cell,,,,
24.798639,32.275252,-6.085118,follower cell,,,,
5.28766,55.151245,-18.226424,follower cell,,,,
-3.417797,-49.032829,13.674753,follower cell,,,,
18.057182,28.327327,4.579686,follower cell,,,,
-54.391333,5.861736,-9.857568,leader cell,,,,
-25.950017,-31.054256,6.502661,follower cell,,,,
-2.846219,-1.374184,18.368767,follower cell,,,,
-22.689038,0.05661,37.984428,follower cell,,,,
-0.326079,24.951537,38.589507,follower cell,,,,
-48.192695,-21.208544,-30.071306,follower cell,,,,
41.231938,35.041959,6.907945,follower cell,,,,
29.954185,-47.357444,-4.701245,leader cell,,,,
-33.864351,44.705176,14.609121,follower cell,,,,
-19.028849,-17.797663,27.957151,follower cell,,,,
2.834359,-17.46678,15.703773,follower cell,,,,
-21.229702,14.335013,40.878538,follower cell,,,,
0.68471,-6.099377,44.044893,follower cell,,,,
31.239471,21.045843,-38.839423,follower cell,,,,
19.878945,42.916662,-12.514228,follower cell,,,,
-46.987037,-13.109566,17.081442,follower cell,,,,
-31.307754,49.279471,7.114936,follower cell,,,,
-14.344087,-11.027604,-34.574493,follower cell,,,,
