x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
98.54681892057663,-184.30171528602193,0.0,cancer,,,,
111.99281152957978,-184.30171528602193,0.0,astrocyte,,,,
125.43880413858288,-184.30171528602193,0.0,cancer,,,,
138.884796747586,-184.30171528602193,0.0,cancer,,,,
-150.20404434598123,-172.65714410752742,0.0,microglia,,,,
-136.7580517369781,-172.65714410752742,0.0,cancer,,,,
-123.31205912797498,-172.65714410752742,0.0,microglia,,,,
-109.86606651897185,-172.65714410752742,0.0,astrocyte,,,,
-96.42007390996872,-172.65714410752742,0.0,microglia,,,,
-82.9740813009656,-172.65714410752742,0.0,astrocyte,,,,
-69.52808869196247,-172.65714410752742,0.0,astrocyte,,,,
-56.08209608295934,-172.65714410752742,0.0,cancer,,,,
-42.63610347395621,-172.65714410752742,0.0,microglia,,,,
-29.190110864953084,-172.65714410752742,0.0,astrocyte,,,,
-15.744118255949957,-172.65714410752742,0.0,astrocyte,,,,
-2.298125646946829,-172.65714410752742,0.0,microglia,,,,
11.147866962056298,-172.65714410752742,0.0,cancer,,,,
24.593859571059426,-172.65714410752742,0.0,microglia,,,,
38.03985218006255,-172.65714410752742,0.0,microglia,,,,
51.48584478906571,-172.65714410752742,0.0,astrocyte,,,,
64.93183739806881,-172.65714410752742,0.0,cancer,,,,
78.3778300070719,-172.65714410752742,0.0,microglia,,,,
91.82382261607506,-172.65714410752742,0.0,microglia,,,,
105.26981522507822,-172.65714410752742,0.0,astrocyte,,,,
118.71580783408132,-172.65714410752742,0.0,microglia,,,,
132.16180044308442,-172.65714410752742,0.0,cancer,,,,
145.60779305208757,-172.65714410752742,0.0,astrocyte,,,,
-156.9270406504828,-161.0125729290329,0.0,astrocyte,,,,
-143.48104804147965,-161.0125729290329,0.0,microglia,,,,
-130.03505543247655,-161.0125729290329,0.0,astrocyte,,,,
-116.58906282347341,-161.0125729290329,0.0,astrocyte,,,,
-103.14307021447028,-161.0125729290329,0.0,cancer,,,,
-89.69707760546716,-161.0125729290329,0.0,microglia,,,,
-76.25108499646403,-161.0125729290329,0.0,cancer,,,,
-62.8050923874609,-161.0125729290329,0.0,astrocyte,,,,
-49.359099778457775,-161.0125729290329,0.0,astrocyte,,,,
-35.91310716945465,-161.0125729290329,0.0,astrocyte,,,,
-22.46711456045152,-161.0125729290329,0.0,microglia,,,,
-9.021121951448393,-161.0125729290329,0.0,cancer,,,,
4.4248706575547345,-161.0125729290329,0.0,cancer,,,,
17.870863266557862,-161.0125729290329,0.0,microglia,,,,
31.31685587556099,-161.0125729290329,0.0,microglia,,,,
44.76284848456412,-161.0125729290329,0.0,microglia,,,,
58.20884109356727,-161.0125729290329,0.0,cancer,,,,
71.65483370257037,-161.0125729290329,0.0,cancer,,,,
85.10082631157347,-161.0125729290329,0.0,microglia,,,,
98.54681892057663,-161.0125729290329,0.0,cancer,,,,
111.99281152957978,-161.0125729290329,0.0,microglia,,,,
125.43880413858288,-161.0125729290329,0.0,cancer,,,,
138.884796747586,-161.0125729290329,0.0,astrocyte,,,,
152.33078935658915,-161.0125729290329,0.0,microglia,,,,
-163.65003695498436,-149.36800175053838,0.0,microglia,,,,
-150.20404434598123,-149.36800175053838,0.0,astrocyte,,,,
-136.7580517369781,-149.36800175053838,0.0,microglia,,,,
-123.31205912797498,-149.36800175053838,0.0,cancer,,,,
-109.86606651897185,-149.36800175053838,0.0,microglia,,,,
-96.42007390996872,-149.36800175053838,0.0,microglia,,,,
-82.9740813009656,-149.36800175053838,0.0,microglia,,,,
-69.52808869196247,-149.36800175053838,0.0,microglia,,,,
-56.08209608295934,-149.36800175053838,0.0,microglia,,,,
-42.63610347395621,-149.36800175053838,0.0,microglia,,,,
-29.190110864953084,-149.36800175053838,0.0,cancer,,,,
-15.744118255949957,-149.36800175053838,0.0,astrocyte,,,,
-2.298125646946829,-149.36800175053838,0.0,microglia,,,,
11.147866962056298,-149.36800175053838,0.0,cancer,,,,
24.593859571059426,-149.36800175053838,0.0,microglia,,,,
38.03985218006255,-149.36800175053838,0.0,astrocyte,,,,
51.48584478906571,-149.36800175053838,0.0,astrocyte,,,,
64.93183739806881,-149.36800175053838,0.0,cancer,,,,
78.3778300070719,-149.36800175053838,0.0,astrocyte,,,,
91.82382261607506,-149.36800175053838,0.0,cancer,,,,
105.26981522507822,-149.36800175053838,0.0,cancer,,,,
118.71580783408132,-149.36800175053838,0.0,cancer,,,,
132.16180044308442,-149.36800175053838,0.0,cancer,,,,
145.60779305208757,-149.36800175053838,0.0,microglia,,,,
159.05378566109073,-149.36800175053838,0.0,cancer,,,,
172.49977827009383,-149.36800175053838,0.0,microglia,,,,
-183.81902586848906,-137.72343057204387,0.0,cancer,,,,
-170.3730332594859,-137.72343057204387,0.0,microglia,,,,
-156.9270406504828,-137.72343057204387,0.0,microglia,,,,
-143.48104804147965,-137.72343057204387,0.0,cancer,,,,
-130.03505543247655,-137.72343057204387,0.0,astrocyte,,,,
-116.58906282347341,-137.72343057204387,0.0,microglia,,,,
-103.14307021447028,-137.72343057204387,0.0,microglia,,,,
-89.69707760546716,-137.72343057204387,0.0,cancer,,,,
-76.25108499646403,-137.72343057204387,0.0,microglia,,,,
-62.8050923874609,-137.72343057204387,0.0,astrocyte,,,,
-49.359099778457775,-137.72343057204387,0.0,cancer,,,,
-35.91310716945465,-137.72343057204387,0.0,astrocyte,,,,
-22.46711456045152,-137.72343057204387,0.0,astrocyte,,,,
-9.021121951448393,-137.72343057204387,0.0,cancer,,,,
4.4248706575547345,-137.72343057204387,0.0,cancer,,,,
17.870863266557862,-137.72343057204387,0.0,microglia,,,,
31.31685587556099,-137.72343057204387,0.0,cancer,,,,
44.76284848456412,-137.72343057204387,0.0,cancer,,,,
58.20884109356727,-137.72343057204387,0.0,cancer,,,,
71.65483370257037,-137.72343057204387,0.0,astrocyte,,,,
85.10082631157347,-137.72343057204387,0.0,microglia,,,,
98.54681892057663,-137.72343057204387,0.0,cancer,,,,
111.99281152957978,-137.72343057204387,0.0,astrocyte,,,,
125.43880413858288,-137.72343057204387,0.0,microglia,,,,
138.884796747586,-137.72343057204387,0.0,microglia,,,,
152.33078935658915,-137.72343057204387,0.0,microglia,,,,
165.7767819655923,-137.72343057204387,0.0,microglia,,,,
179.2227745745954,-137.72343057204387,0.0,cancer,,,,
-190.5420221729906,-126.07885939354935,0.0,cancer,,,,
-177.09602956398749,-126.07885939354935,0.0,microglia,,,,
-163.65003695498436,-126.07885939354935,0.0,astrocyte,,,,
-150.20404434598123,-126.07885939354935,0.0,microglia,,,,
-136.7580517369781,-126.07885939354935,0.0,astrocyte,,,,
-123.31205912797498,-126.07885939354935,0.0,microglia,,,,
-109.86606651897185,-126.07885939354935,0.0,cancer,,,,
-96.42007390996872,-126.07885939354935,0.0,astrocyte,,,,
-82.9740813009656,-126.07885939354935,0.0,cancer,,,,
-69.52808869196247,-126.07885939354935,0.0,astrocyte,,,,
-56.08209608295934,-126.07885939354935,0.0,astrocyte,,,,
-42.63610347395621,-126.07885939354935,0.0,astrocyte,,,,
-29.190110864953084,-126.07885939354935,0.0,microglia,,,,
-15.744118255949957,-126.07885939354935,0.0,microglia,,,,
-2.298125646946829,-126.07885939354935,0.0,cancer,,,,
11.147866962056298,-126.07885939354935,0.0,microglia,,,,
24.593859571059426,-126.07885939354935,0.0,microglia,,,,
38.03985218006255,-126.07885939354935,0.0,cancer,,,,
51.48584478906571,-126.07885939354935,0.0,microglia,,,,
64.93183739806881,-126.07885939354935,0.0,astrocyte,,,,
78.3778300070719,-126.07885939354935,0.0,cancer,,,,
91.82382261607506,-126.07885939354935,0.0,microglia,,,,
105.26981522507822,-126.07885939354935,0.0,astrocyte,,,,
118.71580783408132,-126.07885939354935,0.0,astrocyte,,,,
132.16180044308442,-126.07885939354935,0.0,cancer,,,,
145.60779305208757,-126.07885939354935,0.0,astrocyte,,,,
159.05378566109073,-126.07885939354935,0.0,astrocyte,,,,
172.49977827009383,-126.07885939354935,0.0,microglia,,,,
185.94577087909693,-126.07885939354935,0.0,astrocyte,,,,
-197.26501847749216,-114.43428821505483,0.0,astrocyte,,,,
-183.81902586848906,-114.43428821505483,0.0,astrocyte,,,,
-170.3730332594859,-114.43428821505483,0.0,cancer,,,,
-156.9270406504828,-114.43428821505483,0.0,cancer,,,,
-143.48104804147965,-114.43428821505483,0.0,microglia,,,,
-130.03505543247655,-114.43428821505483,0.0,cancer,,,,
-116.58906282347341,-114.43428821505483,0.0,microglia,,,,
-103.14307021447028,-114.43428821505483,0.0,microglia,,,,
-89.69707760546716,-114.43428821505483,0.0,cancer,,,,
-76.25108499646403,-114.43428821505483,0.0,astrocyte,,,,
-62.8050923874609,-114.43428821505483,0.0,astrocyte,,,,
-49.359099778457775,-114.43428821505483,0.0,microglia,,,,
-35.91310716945465,-114.43428821505483,0.0,astrocyte,,,,
-22.46711456045152,-114.43428821505483,0.0,astrocyte,,,,
-9.021121951448393,-114.43428821505483,0.0,astrocyte,,,,
4.4248706575547345,-114.43428821505483,0.0,astrocyte,,,,
17.870863266557862,-114.43428821505483,0.0,cancer,,,,
31.31685587556099,-114.43428821505483,0.0,cancer,,,,
44.76284848456412,-114.43428821505483,0.0,astrocyte,,,,
58.20884109356727,-114.43428821505483,0.0,cancer,,,,
71.65483370257037,-114.43428821505483,0.0,astrocyte,,,,
85.10082631157347,-114.43428821505483,0.0,astrocyte,,,,
98.54681892057663,-114.43428821505483,0.0,astrocyte,,,,
111.99281152957978,-114.43428821505483,0.0,microglia,,,,
125.43880413858288,-114.43428821505483,0.0,microglia,,,,
138.884796747586,-114.43428821505483,0.0,astrocyte,,,,
152.33078935658915,-114.43428821505483,0.0,microglia,,,,
165.7767819655923,-114.43428821505483,0.0,astrocyte,,,,
179.2227745745954,-114.43428821505483,0.0,cancer,,,,
192.6687671835985,-114.43428821505483,0.0,astrocyte,,,,
-203.98801478199374,-102.78971703656032,0.0,microglia,,,,
-190.5420221729906,-102.78971703656032,0.0,microglia,,,,
-177.09602956398749,-102.78971703656032,0.0,astrocyte,,,,
-163.65003695498436,-102.78971703656032,0.0,cancer,,,,
-150.20404434598123,-102.78971703656032,0.0,cancer,,,,
-136.7580517369781,-102.78971703656032,0.0,cancer,,,,
-123.31205912797498,-102.78971703656032,0.0,astrocyte,,,,
-109.86606651897185,-102.78971703656032,0.0,cancer,,,,
-96.42007390996872,-102.78971703656032,0.0,microglia,,,,
-82.9740813009656,-102.78971703656032,0.0,astrocyte,,,,
-69.52808869196247,-102.78971703656032,0.0,cancer,,,,
-56.08209608295934,-102.78971703656032,0.0,astrocyte,,,,
-42.63610347395621,-102.78971703656032,0.0,cancer,,,,
-29.190110864953084,-102.78971703656032,0.0,microglia,,,,
-15.744118255949957,-102.78971703656032,0.0,microglia,,,,
-2.298125646946829,-102.78971703656032,0.0,microglia,,,,
11.147866962056298,-102.78971703656032,0.0,microglia,,,,
24.593859571059426,-102.78971703656032,0.0,astrocyte,,,,
38.03985218006255,-102.78971703656032,0.0,cancer,,,,
51.48584478906571,-102.78971703656032,0.0,cancer,,,,
64.93183739806881,-102.78971703656032,0.0,astrocyte,,,,
78.3778300070719,-102.78971703656032,0.0,astrocyte,,,,
91.82382261607506,-102.78971703656032,0.0,microglia,,,,
105.26981522507822,-102.78971703656032,0.0,cancer,,,,
118.71580783408132,-102.78971703656032,0.0,cancer,,,,
132.16180044308442,-102.78971703656032,0.0,microglia,,,,
145.60779305208757,-102.78971703656032,0.0,microglia,,,,
159.05378566109073,-102.78971703656032,0.0,microglia,,,,
172.49977827009383,-102.78971703656032,0.0,microglia,,,,
185.94577087909693,-102.78971703656032,0.0,microglia,,,,
199.39176348810008,-102.78971703656032,0.0,microglia,,,,
-210.71101108649532,-91.1451458580658,0.0,astrocyte,,,,
-197.26501847749216,-91.1451458580658,0.0,astrocyte,,,,
-183.81902586848906,-91.1451458580658,0.0,astrocyte,,,,
-170.3730332594859,-91.1451458580658,0.0,microglia,,,,
-156.9270406504828,-91.1451458580658,0.0,cancer,,,,
-143.48104804147965,-91.1451458580658,0.0,astrocyte,,,,
-130.03505543247655,-91.1451458580658,0.0,astrocyte,,,,
-116.58906282347341,-91.1451458580658,0.0,astrocyte,,,,
-103.14307021447028,-91.1451458580658,0.0,cancer,,,,
-89.69707760546716,-91.1451458580658,0.0,microglia,,,,
-76.25108499646403,-91.1451458580658,0.0,astrocyte,,,,
-62.8050923874609,-91.1451458580658,0.0,cancer,,,,
-49.359099778457775,-91.1451458580658,0.0,microglia,,,,
-35.91310716945465,-91.1451458580658,0.0,microglia,,,,
-22.46711456045152,-91.1451458580658,0.0,cancer,,,,
-9.021121951448393,-91.1451458580658,0.0,astrocyte,,,,
4.4248706575547345,-91.1451458580658,0.0,microglia,,,,
17.870863266557862,-91.1451458580658,0.0,cancer,,,,
31.31685587556099,-91.1451458580658,0.0,cancer,,,,
44.76284848456412,-91.1451458580658,0.0,astrocyte,,,,
58.20884109356727,-91.1451458580658,0.0,microglia,,,,
71.65483370257037,-91.1451458580658,0.0,cancer,,,,
85.10082631157347,-91.1451458580658,0.0,cancer,,,,
98.54681892057663,-91.1451458580658,0.0,cancer,,,,
111.99281152957978,-91.1451458580658,0.0,cancer,,,,
125.43880413858288,-91.1451458580658,0.0,cancer,,,,
138.884796747586,-91.1451458580658,0.0,cancer,,,,
152.33078935658915,-91.1451458580658,0.0,microglia,,,,
165.7767819655923,-91.1451458580658,0.0,microglia,,,,
179.2227745745954,-91.1451458580658,0.0,microglia,,,,
192.6687671835985,-91.1451458580658,0.0,microglia,,,,
206.11475979260166,-91.1451458580658,0.0,microglia,,,,
-203.98801478199374,-79.50057467957129,0.0,astrocyte,,,,
-190.5420221729906,-79.50057467957129,0.0,astrocyte,,,,
-177.09602956398749,-79.50057467957129,0.0,astrocyte,,,,
-163.65003695498436,-79.50057467957129,0.0,cancer,,,,
-150.20404434598123,-79.50057467957129,0.0,cancer,,,,
-136.7580517369781,-79.50057467957129,0.0,microglia,,,,
-123.31205912797498,-79.50057467957129,0.0,microglia,,,,
-109.86606651897185,-79.50057467957129,0.0,astrocyte,,,,
-96.42007390996872,-79.50057467957129,0.0,microglia,,,,
-82.9740813009656,-79.50057467957129,0.0,cancer,,,,
-69.52808869196247,-79.50057467957129,0.0,astrocyte,,,,
-56.08209608295934,-79.50057467957129,0.0,microglia,,,,
-42.63610347395621,-79.50057467957129,0.0,microglia,,,,
-29.190110864953084,-79.50057467957129,0.0,cancer,,,,
-15.744118255949957,-79.50057467957129,0.0,astrocyte,,,,
-2.298125646946829,-79.50057467957129,0.0,astrocyte,,,,
11.147866962056298,-79.50057467957129,0.0,astrocyte,,,,
24.593859571059426,-79.50057467957129,0.0,microglia,,,,
38.03985218006255,-79.50057467957129,0.0,astrocyte,,,,
51.48584478906571,-79.50057467957129,0.0,microglia,,,,
64.93183739806881,-79.50057467957129,0.0,astrocyte,,,,
78.3778300070719,-79.50057467957129,0.0,astrocyte,,,,
91.82382261607506,-79.50057467957129,0.0,microglia,,,,
105.26981522507822,-79.50057467957129,0.0,microglia,,,,
118.71580783408132,-79.50057467957129,0.0,cancer,,,,
132.16180044308442,-79.50057467957129,0.0,cancer,,,,
145.60779305208757,-79.50057467957129,0.0,microglia,,,,
159.05378566109073,-79.50057467957129,0.0,microglia,,,,
172.49977827009383,-79.50057467957129,0.0,astrocyte,,,,
185.94577087909693,-79.50057467957129,0.0,astrocyte,,,,
199.39176348810008,-79.50057467957129,0.0,astrocyte,,,,
212.83775609710324,-79.50057467957129,0.0,cancer,,,,
-210.71101108649532,-67.85600350107677,0.0,microglia,,,,
-197.26501847749216,-67.85600350107677,0.0,cancer,,,,
-183.81902586848906,-67.85600350107677,0.0,astrocyte,,,,
-170.3730332594859,-67.85600350107677,0.0,astrocyte,,,,
-156.9270406504828,-67.85600350107677,0.0,microglia,,,,
-143.48104804147965,-67.85600350107677,0.0,microglia,,,,
-130.03505543247655,-67.85600350107677,0.0,microglia,,,,
-116.58906282347341,-67.85600350107677,0.0,cancer,,,,
-103.14307021447028,-67.85600350107677,0.0,astrocyte,,,,
-89.69707760546716,-67.85600350107677,0.0,cancer,,,,
-76.25108499646403,-67.85600350107677,0.0,cancer,,,,
-62.8050923874609,-67.85600350107677,0.0,microglia,,,,
-49.359099778457775,-67.85600350107677,0.0,astrocyte,,,,
-35.91310716945465,-67.85600350107677,0.0,microglia,,,,
-22.46711456045152,-67.85600350107677,0.0,cancer,,,,
-9.021121951448393,-67.85600350107677,0.0,microglia,,,,
4.4248706575547345,-67.85600350107677,0.0,astrocyte,,,,
17.870863266557862,-67.85600350107677,0.0,cancer,,,,
31.31685587556099,-67.85600350107677,0.0,astrocyte,,,,
44.76284848456412,-67.85600350107677,0.0,cancer,,,,
58.20884109356727,-67.85600350107677,0.0,microglia,,,,
71.65483370257037,-67.85600350107677,0.0,cancer,,,,
85.10082631157347,-67.85600350107677,0.0,cancer,,,,
98.54681892057663,-67.85600350107677,0.0,microglia,,,,
111.99281152957978,-67.85600350107677,0.0,cancer,,,,
125.43880413858288,-67.85600350107677,0.0,microglia,,,,
138.884796747586,-67.85600350107677,0.0,astrocyte,,,,
152.33078935658915,-67.85600350107677,0.0,cancer,,,,
165.7767819655923,-67.85600350107677,0.0,microglia,,,,
179.2227745745954,-67.85600350107677,0.0,cancer,,,,
192.6687671835985,-67.85600350107677,0.0,cancer,,,,
206.11475979260166,-67.85600350107677,0.0,astrocyte,,,,
219.56075240160482,-67.85600350107677,0.0,cancer,,,,
-217.43400739099687,-56.211432322582255,0.0,microglia,,,,
-203.98801478199374,-56.211432322582255,0.0,astrocyte,,,,
-190.5420221729906,-56.211432322582255,0.0,microglia,,,,
-177.09602956398749,-56.211432322582255,0.0,microglia,,,,
-163.65003695498436,-56.211432322582255,0.0,astrocyte,,,,
-150.20404434598123,-56.211432322582255,0.0,cancer,,,,
-136.7580517369781,-56.211432322582255,0.0,astrocyte,,,,
-123.31205912797498,-56.211432322582255,0.0,astrocyte,,,,
-109.86606651897185,-56.211432322582255,0.0,astrocyte,,,,
-96.42007390996872,-56.211432322582255,0.0,astrocyte,,,,
-82.9740813009656,-56.211432322582255,0.0,cancer,,,,
-69.52808869196247,-56.211432322582255,0.0,microglia,,,,
-56.08209608295934,-56.211432322582255,0.0,microglia,,,,
-42.63610347395621,-56.211432322582255,0.0,microglia,,,,
-29.190110864953084,-56.211432322582255,0.0,microglia,,,,
-15.744118255949957,-56.211432322582255,0.0,cancer,,,,
-2.298125646946829,-56.211432322582255,0.0,microglia,,,,
11.147866962056298,-56.211432322582255,0.0,microglia,,,,
24.593859571059426,-56.211432322582255,0.0,astrocyte,,,,
38.03985218006255,-56.211432322582255,0.0,microglia,,,,
51.48584478906571,-56.211432322582255,0.0,cancer,,,,
64.93183739806881,-56.211432322582255,0.0,microglia,,,,
78.3778300070719,-56.211432322582255,0.0,microglia,,,,
91.82382261607506,-56.211432322582255,0.0,cancer,,,,
105.26981522507822,-56.211432322582255,0.0,cancer,,,,
118.71580783408132,-56.211432322582255,0.0,microglia,,,,
132.16180044308442,-56.211432322582255,0.0,microglia,,,,
145.60779305208757,-56.211432322582255,0.0,microglia,,,,
159.05378566109073,-56.211432322582255,0.0,microglia,,,,
172.49977827009383,-56.211432322582255,0.0,microglia,,,,
185.94577087909693,-56.211432322582255,0.0,microglia,,,,
199.39176348810008,-56.211432322582255,0.0,microglia,,,,
212.83775609710324,-56.211432322582255,0.0,cancer,,,,
-224.15700369549842,-44.56686114408774,0.0,microglia,,,,
-210.71101108649532,-44.56686114408774,0.0,astrocyte,,,,
-197.26501847749216,-44.56686114408774,0.0,cancer,,,,
-183.81902586848906,-44.56686114408774,0.0,astrocyte,,,,
-170.3730332594859,-44.56686114408774,0.0,astrocyte,,,,
-156.9270406504828,-44.56686114408774,0.0,microglia,,,,
-143.48104804147965,-44.56686114408774,0.0,cancer,,,,
-130.03505543247655,-44.56686114408774,0.0,cancer,,,,
-116.58906282347341,-44.56686114408774,0.0,astrocyte,,,,
-103.14307021447028,-44.56686114408774,0.0,astrocyte,,,,
-89.69707760546716,-44.56686114408774,0.0,microglia,,,,
-76.25108499646403,-44.56686114408774,0.0,astrocyte,,,,
-62.8050923874609,-44.56686114408774,0.0,astrocyte,,,,
-49.359099778457775,-44.56686114408774,0.0,microglia,,,,
-35.91310716945465,-44.56686114408774,0.0,astrocyte,,,,
-22.46711456045152,-44.56686114408774,0.0,astrocyte,,,,
-9.021121951448393,-44.56686114408774,0.0,microglia,,,,
4.4248706575547345,-44.56686114408774,0.0,microglia,,,,
17.870863266557862,-44.56686114408774,0.0,cancer,,,,
31.31685587556099,-44.56686114408774,0.0,microglia,,,,
44.76284848456412,-44.56686114408774,0.0,cancer,,,,
58.20884109356727,-44.56686114408774,0.0,microglia,,,,
71.65483370257037,-44.56686114408774,0.0,astrocyte,,,,
85.10082631157347,-44.56686114408774,0.0,microglia,,,,
98.54681892057663,-44.56686114408774,0.0,astrocyte,,,,
111.99281152957978,-44.56686114408774,0.0,microglia,,,,
125.43880413858288,-44.56686114408774,0.0,astrocyte,,,,
138.884796747586,-44.56686114408774,0.0,cancer,,,,
152.33078935658915,-44.56686114408774,0.0,microglia,,,,
165.7767819655923,-44.56686114408774,0.0,cancer,,,,
179.2227745745954,-44.56686114408774,0.0,microglia,,,,
192.6687671835985,-44.56686114408774,0.0,microglia,,,,
206.11475979260166,-44.56686114408774,0.0,astrocyte,,,,
219.56075240160482,-44.56686114408774,0.0,cancer,,,,
-217.43400739099687,-32.92228996559322,0.0,microglia,,,,
-203.98801478199374,-32.92228996559322,0.0,cancer,,,,
-190.5420221729906,-32.92228996559322,0.0,cancer,,,,
-177.09602956398749,-32.92228996559322,0.0,cancer,,,,
-163.65003695498436,-32.92228996559322,0.0,astrocyte,,,,
-150.20404434598123,-32.92228996559322,0.0,astrocyte,,,,
-136.7580517369781,-32.92228996559322,0.0,astrocyte,,,,
-123.31205912797498,-32.92228996559322,0.0,cancer,,,,
-109.86606651897185,-32.92228996559322,0.0,cancer,,,,
-96.42007390996872,-32.92228996559322,0.0,microglia,,,,
-82.9740813009656,-32.92228996559322,0.0,microglia,,,,
-69.52808869196247,-32.92228996559322,0.0,microglia,,,,
-56.08209608295934,-32.92228996559322,0.0,astrocyte,,,,
-42.63610347395621,-32.92228996559322,0.0,astrocyte,,,,
-29.190110864953084,-32.92228996559322,0.0,cancer,,,,
-15.744118255949957,-32.92228996559322,0.0,microglia,,,,
-2.298125646946829,-32.92228996559322,0.0,astrocyte,,,,
11.147866962056298,-32.92228996559322,0.0,cancer,,,,
24.593859571059426,-32.92228996559322,0.0,astrocyte,,,,
38.03985218006255,-32.92228996559322,0.0,microglia,,,,
51.48584478906571,-32.92228996559322,0.0,cancer,,,,
64.93183739806881,-32.92228996559322,0.0,astrocyte,,,,
78.3778300070719,-32.92228996559322,0.0,microglia,,,,
91.82382261607506,-32.92228996559322,0.0,cancer,,,,
105.26981522507822,-32.92228996559322,0.0,astrocyte,,,,
118.71580783408132,-32.92228996559322,0.0,astrocyte,,,,
132.16180044308442,-32.92228996559322,0.0,microglia,,,,
145.60779305208757,-32.92228996559322,0.0,microglia,,,,
159.05378566109073,-32.92228996559322,0.0,microglia,,,,
172.49977827009383,-32.92228996559322,0.0,astrocyte,,,,
185.94577087909693,-32.92228996559322,0.0,astrocyte,,,,
199.39176348810008,-32.92228996559322,0.0,microglia,,,,
212.83775609710324,-32.92228996559322,0.0,astrocyte,,,,
226.28374870610634,-32.92228996559322,0.0,astrocyte,,,,
-224.15700369549842,-21.277718787098706,0.0,astrocyte,,,,
-210.71101108649532,-21.277718787098706,0.0,astrocyte,,,,
-197.26501847749216,-21.277718787098706,0.0,cancer,,,,
-183.81902586848906,-21.277718787098706,0.0,astrocyte,,,,
-170.3730332594859,-21.277718787098706,0.0,cancer,,,,
-156.9270406504828,-21.277718787098706,0.0,microglia,,,,
-143.48104804147965,-21.277718787098706,0.0,cancer,,,,
-130.03505543247655,-21.277718787098706,0.0,microglia,,,,
