x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-704,-194,0,astrocyte,,,,
-702,-228,0,astrocyte,,,,
-698,-169,0,astrocyte,,,,
-697,-100,0,astrocyte,,,,
-696,-121,0,astrocyte,,,,
-695,-438,0,astrocyte,,,,
-695,-333,0,astrocyte,,,,
-695,-249,0,astrocyte,,,,
-695,14,0,astrocyte,,,,
-694,-379,0,astrocyte,,,,
-694,-53,0,astrocyte,,,,
-693,-308,0,astrocyte,,,,
-693,-18,0,astrocyte,,,,
-691,-418,0,astrocyte,,,,
-691,-269,0,astrocyte,,,,
-690,-209,0,astrocyte,,,,
-690,-146,0,astrocyte,,,,
-688,-472,0,astrocyte,,,,
-688,-355,0,astrocyte,,,,
-688,-82,0,astrocyte,,,,
-686,-398,0,astrocyte,,,,
-686,-185,0,astrocyte,,,,
-684,-288,0,astrocyte,,,,
-682,-233,0,astrocyte,,,,
-681,-34,0,astrocyte,,,,
-681,-2,0,astrocyte,,,,
-680,-494,0,astrocyte,,,,
-679,-110,0,astrocyte,,,,
-678,-166,0,astrocyte,,,,
-677,-322,0,astrocyte,,,,
-677,-130,0,astrocyte,,,,
-676,-445,0,astrocyte,,,,
-676,-63,0,astrocyte,,,,
-675,-255,0,astrocyte,,,,
-674,-377,0,astrocyte,,,,
-673,17,0,astrocyte,,,,
-671,-422,0,astrocyte,,,,
-671,-344,0,astrocyte,,,,
-671,-201,0,astrocyte,,,,
-670,-303,0,astrocyte,,,,
-670,-92,0,astrocyte,,,,
-669,-465,0,astrocyte,,,,
-668,-276,0,astrocyte,,,,
-668,-18,0,astrocyte,,,,
-667,42,0,astrocyte,,,,
-666,-402,0,astrocyte,,,,
-666,-147,0,astrocyte,,,,
-665,-46,0,astrocyte,,,,
-664,-182,0,astrocyte,,,,
-662,-516,0,astrocyte,,,,
-661,1,0,astrocyte,,,,
-660,-494,0,astrocyte,,,,
-660,-362,0,astrocyte,,,,
-660,-118,0,astrocyte,,,,
-658,-74,0,astrocyte,,,,
-657,-438,0,astrocyte,,,,
-657,-329,0,astrocyte,,,,
-657,-246,0,astrocyte,,,,
-657,-216,0,astrocyte,,,,
-654,-291,0,astrocyte,,,,
-654,-163,0,astrocyte,,,,
-652,-387,0,astrocyte,,,,
-652,-30,0,astrocyte,,,,
-651,-554,0,astrocyte,,,,
-651,-476,0,astrocyte,,,,
-651,-418,0,astrocyte,,,,
-651,-100,0,astrocyte,,,,
-651,84,0,astrocyte,,,,
-650,-267,0,astrocyte,,,,
-649,-532,0,astrocyte,,,,
-649,-197,0,astrocyte,,,,
-649,-136,0,astrocyte,,,,
-648,-311,0,astrocyte,,,,
-647,-55,0,astrocyte,,,,
-646,-347,0,astrocyte,,,,
-645,-11,0,astrocyte,,,,
-644,-506,0,astrocyte,,,,
-642,-230,0,astrocyte,,,,
-640,-370,0,astrocyte,,,,
-640,-178,0,astrocyte,,,,
-639,-84,0,astrocyte,,,,
-638,-445,0,astrocyte,,,,
-637,-402,0,astrocyte,,,,
-637,-329,0,astrocyte,,,,
-637,-251,0,astrocyte,,,,
-636,-154,0,astrocyte,,,,
-635,-488,0,astrocyte,,,,
-635,-113,0,astrocyte,,,,
-634,-211,0,astrocyte,,,,
-634,-39,0,astrocyte,,,,
-632,-547,0,astrocyte,,,,
-632,-299,0,astrocyte,,,,
-631,-423,0,astrocyte,,,,
-631,4,0,astrocyte,,,,
-629,-135,0,astrocyte,,,,
-629,-64,0,astrocyte,,,,
-626,-351,0,astrocyte,,,,
-625,-386,0,astrocyte,,,,
-625,-17,0,astrocyte,,,,
-624,-464,0,astrocyte,,,,
-624,-193,0,astrocyte,,,,
-622,-237,0,astrocyte,,,,
-622,-95,0,astrocyte,,,,
-618,-439,0,astrocyte,,,,
-617,-408,0,astrocyte,,,,
-616,-159,0,astrocyte,,,,
-616,-48,0,astrocyte,,,,
-615,-559,0,astrocyte,,,,
-615,-493,0,astrocyte,,,,
-615,-117,0,astrocyte,,,,
-614,-367,0,astrocyte,,,,
-614,-218,0,astrocyte,,,,
-611,-77,0,astrocyte,,,,
-611,-2,0,astrocyte,,,,
-609,-139,0,astrocyte,,,,
-609,-29,0,astrocyte,,,,
-606,-611,0,astrocyte,,,,
-606,-591,0,astrocyte,,,,
-606,-475,0,astrocyte,,,,
-606,-455,0,astrocyte,,,,
-606,35,0,astrocyte,,,,
-606,55,0,astrocyte,,,,
-605,-391,0,astrocyte,,,,
-605,-349,0,astrocyte,,,,
-604,-198,0,astrocyte,,,,
-603,-509,0,astrocyte,,,,
-603,-425,0,astrocyte,,,,
-602,-239,0,astrocyte,,,,
-602,-101,0,astrocyte,,,,
-598,-57,0,astrocyte,,,,
-597,14,0,astrocyte,,,,
-596,-159,0,astrocyte,,,,
-595,-123,0,astrocyte,,,,
-594,-374,0,astrocyte,,,,
-594,-218,0,astrocyte,,,,
-594,-15,0,astrocyte,,,,
-593,-491,0,astrocyte,,,,
-593,-407,0,astrocyte,,,,
-591,-84,0,astrocyte,,,,
-589,-442,0,astrocyte,,,,
-588,-466,0,astrocyte,,,,
-588,45,0,astrocyte,,,,
-587,-600,0,astrocyte,,,,
-587,-535,0,astrocyte,,,,
-587,-37,0,astrocyte,,,,
-585,-356,0,astrocyte,,,,
-585,-191,0,astrocyte,,,,
-585,-142,0,astrocyte,,,,
-583,-512,0,astrocyte,,,,
-582,-243,0,astrocyte,,,,
-582,-107,0,astrocyte,,,,
-581,1,0,astrocyte,,,,
-581,26,0,astrocyte,,,,
-580,-424,0,astrocyte,,,,
-580,-391,0,astrocyte,,,,
-580,-67,0,astrocyte,,,,
-576,-209,0,astrocyte,,,,
-575,-482,0,astrocyte,,,,
-574,-18,0,astrocyte,,,,
-572,-125,0,astrocyte,,,,
-571,-455,0,astrocyte,,,,
-571,-373,0,astrocyte,,,,
-571,-88,0,astrocyte,,,,
-571,-49,0,astrocyte,,,,
-570,-342,0,astrocyte,,,,
-569,-154,0,astrocyte,,,,
-568,-527,0,astrocyte,,,,
-568,44,0,astrocyte,,,,
-567,-603,0,astrocyte,,,,
-567,-407,0,astrocyte,,,,
-567,-229,0,astrocyte,,,,
-565,-503,0,astrocyte,,,,
-564,12,0,astrocyte,,,,
-563,-435,0,astrocyte,,,,
-562,-249,0,astrocyte,,,,
-562,-107,0,astrocyte,,,,
-560,-197,0,astrocyte,,,,
-560,-70,0,astrocyte,,,,
-559,-32,0,astrocyte,,,,
-558,-389,0,astrocyte,,,,
-557,-473,0,astrocyte,,,,
-557,-358,0,astrocyte,,,,
-556,-549,0,astrocyte,,,,
-555,-138,0,astrocyte,,,,
-555,-6,0,astrocyte,,,,
-553,-331,0,astrocyte,,,,
-552,28,0,astrocyte,,,,
-551,-453,0,astrocyte,,,,
-551,-419,0,astrocyte,,,,
-551,-164,0,astrocyte,,,,
-551,-90,0,astrocyte,,,,
-550,-51,0,astrocyte,,,,
-549,53,0,astrocyte,,,,
-548,-525,0,astrocyte,,,,
-546,-261,0,astrocyte,,,,
-546,-120,0,astrocyte,,,,
-544,-374,0,astrocyte,,,,
-544,-209,0,astrocyte,,,,
-544,-184,0,astrocyte,,,,
-541,-487,0,astrocyte,,,,
-541,-401,0,astrocyte,,,,
-540,-347,0,astrocyte,,,,
-540,-73,0,astrocyte,,,,
-540,-23,0,astrocyte,,,,
-540,8,0,astrocyte,,,,
-539,-437,0,astrocyte,,,,
-538,-558,0,astrocyte,,,,
-537,-149,0,astrocyte,,,,
-535,-467,0,astrocyte,,,,
-535,-102,0,astrocyte,,,,
-533,-511,0,astrocyte,,,,
-533,-328,0,astrocyte,,,,
-532,-538,0,astrocyte,,,,
-532,-226,0,astrocyte,,,,
-532,27,0,astrocyte,,,,
-531,-44,0,astrocyte,,,,
-530,-169,0,astrocyte,,,,
-529,-419,0,astrocyte,,,,
-528,-197,0,astrocyte,,,,
-528,-131,0,astrocyte,,,,
-527,-386,0,astrocyte,,,,
-527,-251,0,astrocyte,,,,
-525,-363,0,astrocyte,,,,
-525,-8,0,astrocyte,,,,
-524,-85,0,astrocyte,,,,
-523,-450,0,astrocyte,,,,
-522,-494,0,astrocyte,,,,
-521,-62,0,astrocyte,,,,
-519,-294,0,astrocyte,,,,
-518,-561,0,astrocyte,,,,
-518,-314,0,astrocyte,,,,
-518,11,0,astrocyte,,,,
-516,-525,0,astrocyte,,,,
-516,-213,0,astrocyte,,,,
-516,-114,0,astrocyte,,,,
-516,-29,0,astrocyte,,,,
-515,-473,0,astrocyte,,,,
-515,-342,0,astrocyte,,,,
-514,-405,0,astrocyte,,,,
-514,-182,0,astrocyte,,,,
-513,-432,0,astrocyte,,,,
-513,-268,0,astrocyte,,,,
-513,-235,0,astrocyte,,,,
-513,34,0,astrocyte,,,,
-509,-377,0,astrocyte,,,,
-507,-96,0,astrocyte,,,,
-507,-47,0,astrocyte,,,,
-506,-507,0,astrocyte,,,,
-505,-11,0,astrocyte,,,,
-504,54,0,astrocyte,,,,
-503,-73,0,astrocyte,,,,
-502,-457,0,astrocyte,,,,
-502,-358,0,astrocyte,,,,
-502,-198,0,astrocyte,,,,
-501,-327,0,astrocyte,,,,
-501,-285,0,astrocyte,,,,
-501,-252,0,astrocyte,,,,
-500,-305,0,astrocyte,,,,
-500,-165,0,astrocyte,,,,
-500,-128,0,astrocyte,,,,
-499,19,0,astrocyte,,,,
-498,-487,0,astrocyte,,,,
-498,-418,0,astrocyte,,,,
-497,-223,0,astrocyte,,,,
-496,-527,0,astrocyte,,,,
-496,-396,0,astrocyte,,,,
-495,-30,0,astrocyte,,,,
-493,-439,0,astrocyte,,,,
-491,-108,0,astrocyte,,,,
-489,-377,0,astrocyte,,,,
-489,-269,0,astrocyte,,,,
-489,-182,0,astrocyte,,,,
-488,-343,0,astrocyte,,,,
-488,-59,0,astrocyte,,,,
-487,-88,0,astrocyte,,,,
-485,-239,0,astrocyte,,,,
-485,-11,0,astrocyte,,,,
-484,-141,0,astrocyte,,,,
-482,-320,0,astrocyte,,,,
-482,-296,0,astrocyte,,,,
-481,10,0,astrocyte,,,,
-480,-408,0,astrocyte,,,,
-478,-453,0,astrocyte,,,,
-478,-41,0,astrocyte,,,,
-477,-360,0,astrocyte,,,,
-477,-218,0,astrocyte,,,,
-476,-428,0,astrocyte,,,,
-475,-123,0,astrocyte,,,,
-473,-389,0,astrocyte,,,,
-471,-259,0,astrocyte,,,,
-471,-103,0,astrocyte,,,,
-471,-76,0,astrocyte,,,,
-469,-532,0,astrocyte,,,,
-469,-336,0,astrocyte,,,,
-467,-23,0,astrocyte,,,,
-467,26,0,astrocyte,,,,
-464,-57,0,astrocyte,,,,
-463,-584,0,astrocyte,,,,
-461,-315,0,astrocyte,,,,
-460,-514,0,astrocyte,,,,
-460,-416,0,astrocyte,,,,
-460,-373,0,astrocyte,,,,
-459,-551,0,astrocyte,,,,
-459,-487,0,astrocyte,,,,
-459,-460,0,astrocyte,,,,
-459,-439,0,astrocyte,,,,
-457,-353,0,astrocyte,,,,
-455,-39,0,astrocyte,,,,
-454,-396,0,astrocyte,,,,
-454,-115,0,astrocyte,,,,
-454,-92,0,astrocyte,,,,
-450,14,0,astrocyte,,,,
-449,-569,0,astrocyte,,,,
-449,-533,0,astrocyte,,,,
-447,-73,0,astrocyte,,,,
-447,-20,0,astrocyte,,,,
-445,34,0,astrocyte,,,,
-445,82,0,astrocyte,,,,
-444,-244,0,astrocyte,,,,
-443,-475,0,astrocyte,,,,
-443,-427,0,astrocyte,,,,
-441,-498,0,astrocyte,,,,
-441,-451,0,astrocyte,,,,
-440,-381,0,astrocyte,,,,
-439,-551,0,astrocyte,,,,
-439,-54,0,astrocyte,,,,
-438,-361,0,astrocyte,,,,
-438,-2,0,astrocyte,,,,
-437,-104,0,astrocyte,,,,
-436,-408,0,astrocyte,,,,
-433,-521,0,astrocyte,,,,
-432,-35,0,astrocyte,,,,
-430,-125,0,astrocyte,,,,
-430,20,0,astrocyte,,,,
-430,96,0,astrocyte,,,,
-429,-83,0,astrocyte,,,,
-425,-486,0,astrocyte,,,,
-425,-438,0,astrocyte,,,,
-424,-462,0,astrocyte,,,,
-423,-539,0,astrocyte,,,,
-423,-17,0,astrocyte,,,,
-422,-571,0,astrocyte,,,,
-422,-392,0,astrocyte,,,,
-422,39,0,astrocyte,,,,
-421,-372,0,astrocyte,,,,
-419,-58,0,astrocyte,,,,
-417,-509,0,astrocyte,,,,
-417,-419,0,astrocyte,,,,
-417,-109,0,astrocyte,,,,
-412,-39,0,astrocyte,,,,
-410,-76,0,astrocyte,,,,
-408,-556,0,astrocyte,,,,
-407,-477,0,astrocyte,,,,
-407,-450,0,astrocyte,,,,
-406,-528,0,astrocyte,,,,
-405,-403,0,astrocyte,,,,
-404,-583,0,astrocyte,,,,
-401,-497,0,astrocyte,,,,
-399,-57,0,astrocyte,,,,
-398,-426,0,astrocyte,,,,
-398,-21,0,astrocyte,,,,
-396,-93,0,astrocyte,,,,
-396,13,0,astrocyte,,,,
-391,-464,0,astrocyte,,,,
-390,-516,0,astrocyte,,,,
-388,-74,0,astrocyte,,,,
-388,-40,0,astrocyte,,,,
-386,-540,0,astrocyte,,,,
-386,-442,0,astrocyte,,,,
-386,-5,0,astrocyte,,,,
-385,-485,0,astrocyte,,,,
-385,-410,0,astrocyte,,,,
-383,31,0,astrocyte,,,,
-376,-99,0,astrocyte,,,,
-376,-24,0,astrocyte,,,,
-374,-59,0,astrocyte,,,,
-374,11,0,astrocyte,,,,
-374,51,0,astrocyte,,,,
-373,-426,0,astrocyte,,,,
-373,71,0,astrocyte,,,,
-371,-470,0,astrocyte,,,,
-368,-80,0,astrocyte,,,,
-367,-494,0,astrocyte,,,,
-367,-450,0,astrocyte,,,,
-363,-8,0,astrocyte,,,,
-362,32,0,astrocyte,,,,
-360,-514,0,astrocyte,,,,
-358,-36,0,astrocyte,,,,
-356,-104,0,astrocyte,,,,
-355,58,0,astrocyte,,,,
-354,11,0,astrocyte,,,,
-352,-480,0,astrocyte,,,,
-351,-543,0,astrocyte,,,,
-348,-83,0,astrocyte,,,,
-346,-450,0,astrocyte,,,,
-345,-17,0,astrocyte,,,,
-344,-502,0,astrocyte,,,,
-343,39,0,astrocyte,,,,
-342,-525,0,astrocyte,,,,
-342,-52,0,astrocyte,,,,
-342,74,0,astrocyte,,,,
-338,-113,0,astrocyte,,,,
-337,-558,0,astrocyte,,,,
-332,-70,0,astrocyte,,,,
-331,56,0,astrocyte,,,,
-328,-29,0,astrocyte,,,,
-327,-95,0,astrocyte,,,,
-326,-540,0,astrocyte,,,,
-326,-512,0,astrocyte,,,,
-326,-9,0,astrocyte,,,,
-322,-49,0,astrocyte,,,,
-318,-113,0,astrocyte,,,,
-317,-558,0,astrocyte,,,,
-314,-79,0,astrocyte,,,,
-314,7,0,astrocyte,,,,
-310,-525,0,astrocyte,,,,
-308,-27,0,astrocyte,,,,
-303,-98,0,astrocyte,,,,
-303,-61,0,astrocyte,,,,
-302,-544,0,astrocyte,,,,
-299,-9,0,astrocyte,,,,
-294,-80,0,astrocyte,,,,
-294,-43,0,astrocyte,,,,
-290,-525,0,astrocyte,,,,
-285,-24,0,astrocyte,,,,
-285,6,0,astrocyte,,,,
-283,-60,0,astrocyte,,,,
-274,28,0,astrocyte,,,,
-273,-40,0,astrocyte,,,,
-271,-9,0,astrocyte,,,,
-265,-73,0,astrocyte,,,,
-261,10,0,astrocyte,,,,
-258,-54,0,astrocyte,,,,
-257,-28,0,astrocyte,,,,
-250,27,0,astrocyte,,,,
-246,-85,0,astrocyte,,,,
-241,-42,0,astrocyte,,,,
-241,-16,0,astrocyte,,,,
-237,-272,0,astrocyte,,,,
-237,-228,0,astrocyte,,,,
-236,-207,0,astrocyte,,,,
-235,-187,0,astrocyte,,,,
-228,-254,0,astrocyte,,,,
-225,-117,0,astrocyte,,,,
-225,-95,0,astrocyte,,,,
-218,-236,0,astrocyte,,,,
-217,-272,0,astrocyte,,,,
-217,-215,0,astrocyte,,,,
-216,-194,0,astrocyte,,,,
-209,-174,0,astrocyte,,,,
-209,-83,0,astrocyte,,,,
-209,-15,0,astrocyte,,,,
-207,-253,0,astrocyte,,,,
-207,-129,0,astrocyte,,,,
-206,-289,0,astrocyte,,,,
-206,-109,0,astrocyte,,,,
-206,7,0,astrocyte,,,,
-200,-227,0,astrocyte,,,,
-200,-155,0,astrocyte,,,,
-199,-206,0,astrocyte,,,,
-197,-271,0,astrocyte,,,,
-193,-308,0,astrocyte,,,,
-192,-185,0,astrocyte,,,,
-192,-72,0,astrocyte,,,,
-191,-95,0,astrocyte,,,,
-190,-8,0,astrocyte,,,,
-189,-244,0,astrocyte,,,,
-188,-136,0,astrocyte,,,,
-186,-289,0,astrocyte,,,,
-185,-49,0,astrocyte,,,,
-185,-29,0,astrocyte,,,,
-183,-167,0,astrocyte,,,,
-179,-327,0,astrocyte,,,,
-179,-209,0,astrocyte,,,,
-178,-262,0,astrocyte,,,,
-175,-108,0,astrocyte,,,,
-172,-306,0,astrocyte,,,,
-172,-188,0,astrocyte,,,,
-169,-17,0,astrocyte,,,,
-168,-280,0,astrocyte,,,,
-168,-132,0,astrocyte,,,,
-166,-153,0,astrocyte,,,,
-166,-42,0,astrocyte,,,,
-163,-92,0,astrocyte,,,,
-161,-251,0,astrocyte,,,,
-159,-336,0,astrocyte,,,,
-158,-173,0,astrocyte,,,,
-156,-116,0,astrocyte,,,,
-155,-200,0,astrocyte,,,,
-154,-316,0,astrocyte,,,,
-154,-295,0,astrocyte,,,,
-151,-269,0,astrocyte,,,,
-150,-141,0,astrocyte,,,,
-144,-100,0,astrocyte,,,,
-142,-348,0,astrocyte,,,,
-141,-185,0,astrocyte,,,,
-141,-162,0,astrocyte,,,,
-138,-125,0,astrocyte,,,,
-138,-77,0,astrocyte,,,,
-137,-327,0,astrocyte,,,,
-137,-284,0,astrocyte,,,,
-136,-49,0,astrocyte,,,,
-136,-5,0,astrocyte,,,,
-135,-307,0,astrocyte,,,,
-135,22,0,astrocyte,,,,
-135,47,0,astrocyte,,,,
-134,-258,0,astrocyte,,,,
-130,-144,0,astrocyte,,,,
-126,-361,0,astrocyte,,,,
-125,-198,0,astrocyte,,,,
-125,-109,0,astrocyte,,,,
-124,-173,0,astrocyte,,,,
-122,-65,0,astrocyte,,,,
-122,-20,0,astrocyte,,,,
-120,-273,0,astrocyte,,,,
-120,8,0,astrocyte,,,,
-119,-340,0,astrocyte,,,,
-119,-295,0,astrocyte,,,,
-119,35,0,astrocyte,,,,
-118,-320,0,astrocyte,,,,
-118,-128,0,astrocyte,,,,
-116,-91,0,astrocyte,,,,
-116,55,0,astrocyte,,,,
-113,-155,0,astrocyte,,,,
-111,-48,0,astrocyte,,,,
-108,-185,0,astrocyte,,,,
-106,-365,0,astrocyte,,,,
-105,-111,0,astrocyte,,,,
-104,-261,0,astrocyte,,,,
-104,-75,0,astrocyte,,,,
-102,-283,0,astrocyte,,,,
-101,-204,0,astrocyte,,,,
-99,-140,0,astrocyte,,,,
-97,-168,0,astrocyte,,,,
-94,-94,0,astrocyte,,,,
-93,-58,0,astrocyte,,,,
-92,-350,0,astrocyte,,,,
-91,-245,0,astrocyte,,,,
-88,-122,0,astrocyte,,,,
-87,-373,0,astrocyte,,,,
-86,-271,0,astrocyte,,,,
-83,-153,0,astrocyte,,,,
-78,-176,0,astrocyte,,,,
-77,-230,0,astrocyte,,,,
-73,-357,0,astrocyte,,,,
-73,-255,0,astrocyte,,,,
-73,-89,0,astrocyte,,,,
-73,-68,0,astrocyte,,,,
-72,-136,0,astrocyte,,,,
-71,-111,0,astrocyte,,,,
-67,-280,0,astrocyte,,,,
-67,-206,0,astrocyte,,,,
-67,-45,0,astrocyte,,,,
-64,-161,0,astrocyte,,,,
-60,-187,0,astrocyte,,,,
-58,-241,0,astrocyte,,,,
-55,-264,0,astrocyte,,,,
-55,-99,0,astrocyte,,,,
-55,-79,0,astrocyte,,,,
-54,-127,0,astrocyte,,,,
-49,-147,0,astrocyte,,,,
-48,-52,0,astrocyte,,,,
-47,-203,0,astrocyte,,,,
-45,-170,0,astrocyte,,,,
-39,-113,0,astrocyte,,,,
-32,-188,0,astrocyte,,,,
-31,-136,0,astrocyte,,,,
-29,-156,0,astrocyte,,,,
-23,-207,0,astrocyte,,,,
-19,-120,0,astrocyte,,,,
-9,-184,0,astrocyte,,,,
-8,-162,0,astrocyte,,,,
4,-246,0,astrocyte,,,,
10,-175,0,astrocyte,,,,
14,-73,0,astrocyte,,,,
14,-48,0,astrocyte,,,,
15,-229,0,astrocyte,,,,
23,-253,0,astrocyte,,,,
28,-212,0,astrocyte,,,,
28,-184,0,astrocyte,,,,
28,-88,0,astrocyte,,,,
30,-61,0,astrocyte,,,,
31,-164,0,astrocyte,,,,
31,-8,0,astrocyte,,,,
34,-41,0,astrocyte,,,,
36,-126,0,astrocyte,,,,
37,-106,0,astrocyte,,,,
41,-229,0,astrocyte,,,,
47,-177,0,astrocyte,,,,
49,-17,0,astrocyte,,,,
51,-209,0,astrocyte,,,,
51,-148,0,astrocyte,,,,
62,-191,0,astrocyte,,,,
63,-165,0,astrocyte,,,,
70,-139,0,astrocyte,,,,
78,-206,0,astrocyte,,,,
78,-179,0,astrocyte,,,,
81,-156,0,astrocyte,,,,
91,-138,0,astrocyte,,,,
94,-191,0,astrocyte,,,,
96,-170,0,astrocyte,,,,
146,-108,0,astrocyte,,,,
164,-99,0,astrocyte,,,,
171,-218,0,astrocyte,,,,
177,-198,0,astrocyte,,,,
191,-216,0,astrocyte,,,,
195,-187,0,astrocyte,,,,
202,-164,0,astrocyte,,,,
215,-185,0,astrocyte,,,,
240,-148,0,astrocyte,,,,
260,-151,0,astrocyte,,,,
551,240,0,astrocyte,,,,
564,256,0,astrocyte,,,,
579,242,0,astrocyte,,,,
590,259,0,astrocyte,,,,
1216,-89,0,astrocyte,,,,
1217,-68,0,astrocyte,,,,
1234,-79,0,astrocyte,,,,
-3810,-3741,0,microglia,,,,
-3798,-3730,0,microglia,,,,
-3796,-3765,0,microglia,,,,
-3786,-3694,0,microglia,,,,
-3780,-3656,0,microglia,,,,
-3771,-3702,0,microglia,,,,
-3767,-3672,0,microglia,,,,
-3766,-3648,0,microglia,,,,
-3751,-3669,0,microglia,,,,
-3750,-3650,0,microglia,,,,
-3737,-3661,0,microglia,,,,
-3723,-3765,0,microglia,,,,
-3709,-3757,0,microglia,,,,
-3709,-3733,0,microglia,,,,
-3695,-3725,0,microglia,,,,
-3692,-3741,0,microglia,,,,
-3679,-3730,0,microglia,,,,
-3676,-3770,0,microglia,,,,
-3667,-3741,0,microglia,,,,
-3662,-3762,0,microglia,,,,
-939,-102,0,microglia,,,,
-818,-74,0,astrocyte,,,,
-800,-119,0,astrocyte,,,,
-798,-54,0,astrocyte,,,,
-788,-94,0,astrocyte,,,,
-775,-67,0,astrocyte,,,,
-754,-51,0,astrocyte,,,,
-747,-77,0,microglia,,,,
-714,-383,0,microglia,,,,
-702,-359,0,microglia,,,,
-696,17,0,microglia,,,,
-677,-218,0,astrocyte,,,,
-672,28,0,microglia,,,,
-671,-509,0,microglia,,,,
-664,-241,0,microglia,,,,
-660,-124,0,microglia,,,,
-646,-222,0,astrocyte,,,,
-644,-287,0,microglia,,,,
-639,-260,0,astrocyte,,,,
-639,94,0,astrocyte,,,,
-637,-110,0,astrocyte,,,,
-628,-311,0,microglia,,,,
-627,-176,0,microglia,,,,
-624,-238,0,microglia,,,,
-619,-336,0,microglia,,,,
-619,-279,0,astrocyte,,,,
-606,-160,0,microglia,,,,
-605,-256,0,astrocyte,,,,
-604,-301,0,microglia,,,,
-602,-187,0,astrocyte,,,,
-595,-346,0,astrocyte,,,,
-591,-278,0,astrocyte,,,,
-586,-320,0,astrocyte,,,,
-582,-170,0,microglia,,,,
-581,-246,0,microglia,,,,
-573,-297,0,microglia,,,,
-572,-194,0,astrocyte,,,,
-569,-340,0,astrocyte,,,,
-566,-269,0,microglia,,,,
